Title,Published Date,URL,Section,Byline
Cost of the Death Penalty,2009-03-01T02:00:10+0000,https://www.nytimes.com/2009/03/01/opinion/l01death.html,Opinion,
Abortion and Family Planning: An Endless Debate?,2009-03-01T02:00:16+0000,https://www.nytimes.com/2009/03/01/opinion/lweb01culturewars.html,Opinion,
When Will the Recession Be Over?,2009-03-01T02:00:22+0000,https://www.nytimes.com/2009/03/01/opinion/01endintro.html,Opinion,
Franklin Delano Obama,2009-03-01T02:00:35+0000,https://www.nytimes.com/2009/03/01/opinion/01Kristof.html,Opinion,By Nicholas Kristof
Spock at the Bridge,2009-03-01T02:00:41+0000,https://www.nytimes.com/2009/03/01/opinion/01dowd.html,Opinion,By Maureen Dowd
"Keeping the Faith, Ignoring the History",2009-03-01T02:00:47+0000,https://www.nytimes.com/2009/03/01/opinion/01jacoby.html,Opinion,By Susan Jacoby
Corrections,2009-03-01T02:01:57+0000,https://www.nytimes.com/2009/03/01/pageoneplus/corrections.html,Corrections,
Corrections,2009-03-01T02:10:26+0000,https://www.nytimes.com/2009/03/01/nyregion/new-jersey/01cxnj.html,New York,
Obama’s Backing Raises Hopes for Climate Pact,2009-03-01T02:12:01+0000,https://www.nytimes.com/2009/03/01/science/earth/01treaty.html,Science,By Elisabeth Rosenthal
Long Day of Baseball Can Be Rite of Passage,2009-03-01T02:24:47+0000,https://www.nytimes.com/2009/03/01/sports/baseball/01mets.html,Sports,By Joshua Robinson
The ‘Quiet’ Giants Sign Rocky Bernard,2009-03-01T02:28:38+0000,https://fifthdown.blogs.nytimes.com/2009/02/28/the-quiet-giants-sign-rocky-bernard/,Sports,By Toni Monkovic
"With Big Names Out, Ogilvy Writes in His",2009-03-01T02:29:03+0000,https://www.nytimes.com/2009/03/01/sports/golf/01golf.html,Sports,By Karen Crouse
"Charters Offer More Choices in Harlem, but Stir Concern for Public Schools",2009-03-01T02:33:12+0000,https://www.nytimes.com/2009/03/01/nyregion/01charter.html,New York,By Javier C. Hernández
Officials Want to Know Who Supplied Rodriguez,2009-03-01T02:39:43+0000,https://www.nytimes.com/2009/03/01/sports/baseball/01rodriguez.html,Sports,By Michael S. Schmidt
A Newfound Freedom Has Princeton Lacrosse Feeling Relaxed,2009-03-01T02:56:35+0000,https://www.nytimes.com/2009/03/01/sports/othersports/01lacrosse.html,Sports,By Adam Himmelsbach
Your comments on my health column,2009-03-01T03:30:00+0000,https://kristof.blogs.nytimes.com/2009/02/28/your-comments-on-my-health-column-2/,Opinion,By Nicholas Kristof
Rangers’ Offense Returns as a Shake-Up Looms,2009-03-01T04:13:35+0000,https://www.nytimes.com/2009/03/01/sports/hockey/01rangers.html,Sports,By Lynn Zinser
"When Knicks Stoke Rivalry, Wade Turns Red Hot",2009-03-01T04:16:04+0000,https://www.nytimes.com/2009/03/01/sports/basketball/01knicks.html,Sports,By Howard Beck
Lottery Numbers,2009-03-01T04:16:34+0000,https://www.nytimes.com/2009/03/01/nyregion/01lottery.html,New York,
Vows: Francine & Jens,2009-03-01T04:50:08+0000,https://www.nytimes.com/video/style/1194838212998/vows-francine-jens.html,Style,Vijai Singh
Life Is a Cabaret,2009-03-01T05:00:00+0000,https://www.nytimes.com/slideshow/2009/03/01/nyregion/20090301-cabaret-ss_index.html,New York,
"Today 100 Years Ago: Monday, March 1, 1909",2009-03-01T05:01:14+0000,https://timestraveler.blogs.nytimes.com/2009/03/01/today-100-years-ago-monday-march-1-1909/,Blogs,By William S. Niederkorn
"Distraction Gone, but Knicks’ Tab Remains Open",2009-03-01T05:44:01+0000,https://www.nytimes.com/2009/03/01/sports/basketball/01dribble.html,Sports,By Howard Beck
Jay Cutler ‘Shocked’ That Denver Considered Trading Him,2009-03-01T06:40:00+0000,https://fifthdown.blogs.nytimes.com/2009/03/01/jay-cutler-shocked-that-denver-considered-trading-him/,Sports,By Toni Monkovic
The Stages of Newt,2009-03-01T06:51:00+0000,https://www.nytimes.com/slideshow/2009/03/01/magazine/20090301-repub-slideshow_index.html,Magazine,
Milan Fashion Week Agenda | Sunday,2009-03-01T08:00:58+0000,https://tmagazine.blogs.nytimes.com/2009/03/01/milan-fashion-week-agenda-sunday/,T Magazine,By Adam Kepler
Weekly News Quiz,2009-03-01T09:59:00+0000,https://www.nytimes.com/interactive/2009/03/01/weekinreview/20090301_NEWSQUIZ.html,Week in Review,
Podcast: the Family Wittgenstein,2009-03-01T11:24:09+0000,https://ideas.blogs.nytimes.com/2009/03/01/podcast-the-family-wittgenstein/,Week in Review,By Blake Wilson
Marni’s Low-Pitched Elegance,2009-03-01T11:54:56+0000,https://runway.blogs.nytimes.com/2009/03/01/blogs/01runway-marni-lo387.html,Blogs,By CATHY HORYN
Marni: Low-Pitched Elegance,2009-03-01T11:54:56+0000,https://runway.blogs.nytimes.com/2009/03/01/marni-low-pitched-elegance/,Fashion & Style,By Cathy Horyn
"Keynes Is Having His Day, but So Is Schumpeter",2009-03-01T11:57:21+0000,https://ideas.blogs.nytimes.com/2009/03/01/keynes-is-having-his-day-but-so-is-schumpeter/,Week in Review,By Tom Kuntz
"In a Black Economy, Gray Areas Are Good",2009-03-01T12:19:41+0000,https://ideas.blogs.nytimes.com/2009/03/01/in-a-black-economy-gray-areas-are-good/,Week in Review,By Tom Kuntz
2008-9 Donations From Trusts and Estates,2009-03-01T12:26:20+0000,https://www.nytimes.com/2009/03/01/nyregion/01-trusts-and-estates.html,New York,
"It’s the Cadillac of Colognes, Literally",2009-03-01T12:45:48+0000,https://wheels.blogs.nytimes.com/2009/03/01/its-the-cadillac-of-colognes-literally/,Automobiles,By Phil Patton
The Cadillac of Colognes,2009-03-01T12:45:48+0000,https://wheels.blogs.nytimes.com/2009/03/01/blogs/01wheels-its-the-1133.html,Blogs,By PHIL PATTON
Bush the Worst President?,2009-03-01T12:53:07+0000,https://ideas.blogs.nytimes.com/2009/03/01/bush-the-worst-president/,Week in Review,By Tom Kuntz
The Art of Tehching Hsieh,2009-03-01T13:18:00+0000,https://www.nytimes.com/slideshow/2009/03/01/arts/20090301_HSIEH_SLIDESHOW_index.html,Arts,
Photo of the Moment | Pucci,2009-03-01T14:41:29+0000,https://tmagazine.blogs.nytimes.com/2009/03/01/photo-of-the-moment-pucci/,T Magazine,By Stefano Trovati
In Sunday’s New York Times…,2009-03-01T15:02:51+0000,https://slapshot.blogs.nytimes.com/2009/03/01/in-sundays-ny-times/,Sports,By The New York Times
"A Precise, but Mirthless, Tribute to ‘Astral Weeks’",2009-03-01T15:21:44+0000,https://www.nytimes.com/2009/03/02/arts/music/02van.html,Arts,By Jon Caramanica
Milan Fashion Week | Roberto Cavalli,2009-03-01T15:25:09+0000,https://tmagazine.blogs.nytimes.com/2009/03/01/milan-fashion-week-roberto-cavalli-2/,T Magazine,By J.J. Martin
Brian Dawkins’s Emotional Departure From Philadelphia,2009-03-01T15:32:29+0000,https://fifthdown.blogs.nytimes.com/2009/03/01/brian-dawkinss-emotional-departure-from-philadelphia/,Sports,By Toni Monkovic
Jayhawks Get a Rematch Along the Border,2009-03-01T16:30:28+0000,https://thequad.blogs.nytimes.com/2009/03/01/jayhawks-get-a-rematch-along-the-border/,Sports,By Thayer Evans
A Shocker at the A.C.P.T.,2009-03-01T16:38:58+0000,https://wordplay.blogs.nytimes.com/2009/03/01/a-shocker-at-the-acpt/,Crosswords & Games,By Jim Horne
A Shocker at Crossword Tournament,2009-03-01T16:38:58+0000,https://wordplay.blogs.nytimes.com/2009/03/01/blogs/01wordplay-a-shocke369.html,Blogs,By JIM HORNE
"Hard Paths to Treaty, U.S. Law on Climate",2009-03-01T16:48:35+0000,https://dotearth.blogs.nytimes.com/2009/03/01/hard-paths-to-treaty-us-law-on-climate/,Opinion,By Andrew C. Revkin
The Sunday Word: Gates Optimistic on Iraq Plan,2009-03-01T17:01:30+0000,https://thecaucus.blogs.nytimes.com/2009/03/01/the-sunday-word-gates-expresses-optimism-on-iraq-plan/,U.S.,By Michael Falcone
Positive Report on Santana’s Elbow,2009-03-01T17:17:23+0000,https://www.nytimes.com/2009/03/02/sports/baseball/02santana.html,Sports,By Joshua Robinson
Olmert Likely to Face Charges in Corruption Case,2009-03-01T17:26:28+0000,https://www.nytimes.com/2009/03/02/world/middleeast/02mideast.html,World,By Isabel Kershner
Mugabe buys in Hong Kong; new scandal in Spain,2009-03-01T17:40:50+0000,https://raisingtheroof.blogs.nytimes.com/2009/03/01/mugabe-buys-in-hong-kong-new-scandal-in-spain/,Real Estate,By Kevin Brass
Baseball Team Takes Its Show on the Road,2009-03-01T17:43:00+0000,https://www.nytimes.com/slideshow/2009/03/01/sports/baseball/20090301-maine-slideshow_index.html,Sports,
Testing puzzles,2009-03-01T17:48:02+0000,https://rendezvous.blogs.nytimes.com/2009/03/01/testing-puzzles/,World,By Brad Spurgeon
Dysfunction Junction,2009-03-01T18:16:54+0000,https://thequad.blogs.nytimes.com/2009/03/01/dysfunction-junction/,Sports,By Pete Thamel
Gates Defends Iraq Withdrawal Plan,2009-03-01T18:18:52+0000,https://www.nytimes.com/2009/03/02/us/politics/02gates.html,U.S.,By Emily S. Rueb
Max Mara’s New Coats,2009-03-01T18:25:56+0000,https://runway.blogs.nytimes.com/2009/03/01/blogs/01runway-max-mara389.html,Blogs,By CATHY HORYN
Max Mara: Top Coat,2009-03-01T18:25:56+0000,https://runway.blogs.nytimes.com/2009/03/01/max-mara-top-coat/,Fashion & Style,By Cathy Horyn
Jonas Brothers Movie Falls Short,2009-03-01T18:44:50+0000,https://carpetbagger.blogs.nytimes.com/2009/03/01/blogs/01carpetbagger-jonas-br2985.html,Blogs,By BROOKS BARNES
"Jonas Brothers Underperform Badly, Hollywood Still Cashes In",2009-03-01T18:44:50+0000,https://carpetbagger.blogs.nytimes.com/2009/03/01/jonas-brothers-underperform-badly-hollywood-still-cashes-in-at-the-box-office/,Arts,By Brooks Barnes
"Having It All, Including Many Failings",2009-03-01T18:55:40+0000,https://www.nytimes.com/2009/03/02/books/02masl.html,Books,By Janet Maslin
U.S. Says Iran Has Material for an Atomic Bomb,2009-03-01T19:04:59+0000,https://www.nytimes.com/2009/03/02/washington/02military.html,Washington,By Thom Shanker
More Energy Saving Pasta,2009-03-01T19:14:11+0000,https://dinersjournal.blogs.nytimes.com/2009/03/01/more-energy-saving-pasta/,Food,By The New York Times
Broadway Traffic Cure Elusive Since the 1800s,2009-03-01T19:19:11+0000,https://www.nytimes.com/2009/03/02/nyregion/02broadway.html,New York,By David W. Dunlap
European Puck: Final Stats From the Swedish Elitserien,2009-03-01T19:26:16+0000,https://slapshot.blogs.nytimes.com/2009/03/01/european-puck-final-stats-from-the-swedish-eliserien/,Sports,By Jeff Z. Klein
Photo of the Moment | Krizia,2009-03-01T19:30:36+0000,https://tmagazine.blogs.nytimes.com/2009/03/01/photo-of-the-moment-krizia/,T Magazine,By Stefano Trovati
Bloomberg Aims to Tame Broadway,2009-03-01T19:40:35+0000,https://www.nytimes.com/video/nyregion/1194838226206/bloomberg-aims-to-tame-broadway.html,New York,Jigar Mehta
"Prada, Gone Fishin’",2009-03-01T19:54:47+0000,https://runway.blogs.nytimes.com/2009/03/01/blogs/01runway-prada-go391.html,Blogs,By CATHY HORYN
Prada: Gone Fishin’,2009-03-01T19:54:47+0000,https://runway.blogs.nytimes.com/2009/03/01/prada-gone-fishin/,Fashion & Style,By Cathy Horyn
A Foot of Snow Is Predicted for New York City,2009-03-01T19:55:00+0000,https://www.nytimes.com/2009/03/02/nyregion/02storm.html,New York,By Emily S. Rueb
UBS Raises Top Bankers’ Salaries as Bonuses Fall,2009-03-01T20:20:40+0000,https://dealbook.blogs.nytimes.com/2009/03/01/blogs/01dealbook-ubs-rais32979.html,Blogs,By DEALBOOK
UBS Raises Top Bankers’ Salaries as Bonuses Fall,2009-03-01T20:20:40+0000,https://dealbook.nytimes.com/2009/03/01/ubs-raises-executive-salaries-as-bonuses-fall/,Business Day,By Dealbook
Financial Fútbol Amid a Global Meltdown,2009-03-01T20:24:49+0000,https://goal.blogs.nytimes.com/2009/03/01/financial-futbol-amid-a-global-meltdown/,Sports,By Jeffrey Marcus
Scuffle and Grunt,2009-03-01T20:25:01+0000,https://www.nytimes.com/slideshow/2009/03/01/nyregion/01wrestlers_index.html,New York,
White House Poised for Budget Fight,2009-03-01T20:26:12+0000,https://www.nytimes.com/2009/03/02/us/politics/02administration.html,U.S.,By Brian Knowlton
The Junior Report: Big Turnaround in Drummondville,2009-03-01T20:32:58+0000,https://slapshot.blogs.nytimes.com/2009/03/01/sundays-junior-report-13/,Sports,By Jeff Hale
Recession Hits the Saddle,2009-03-01T20:35:02+0000,https://www.nytimes.com/slideshow/2009/03/01/nyregion/long-island/01horses_index.html,New York,
It’s a Cinch That the Bum Is Under the Thumb of Some Little Broad,2009-03-01T20:48:27+0000,https://www.nytimes.com/2009/03/02/theater/reviews/02guys.html,Theater,By Ben Brantley
European Puck: Final Stats From the Czech and Slovak Extraligas,2009-03-01T21:29:12+0000,https://slapshot.blogs.nytimes.com/2009/03/01/european-puck-final-stats-from-the-czech-and-slovak-extraligas/,Sports,By Jeff Z. Klein
New CDs,2009-03-01T21:48:48+0000,https://www.nytimes.com/2009/03/02/arts/music/02choi.html,Arts,By The New York Times
Equilibrium decadence (wonkish),2009-03-01T21:54:10+0000,https://krugman.blogs.nytimes.com/2009/03/01/equilibrium-decadence-wonkish/,Opinion,By Paul Krugman
Talk to the Newsroom: Week in Review,2009-03-01T22:00:02+0000,https://www.nytimes.com/2009/03/02/business/media/02askthetimes.html,Business Day,
And Behold a Big Blue Horse? Many in Denver Just Say Neigh,2009-03-01T22:08:54+0000,https://www.nytimes.com/2009/03/02/arts/design/02hors.html,Arts,By Kirk Johnson
Sitcoms Serve Up Comfort Laughs,2009-03-01T22:18:45+0000,https://www.nytimes.com/2009/03/02/arts/television/02watch.html,Arts,By Alessandra Stanley
Love Poems With Musical Annotation,2009-03-01T22:26:07+0000,https://www.nytimes.com/2009/03/02/arts/music/02vita.html,Arts,By Anthony Tommasini
A Garage Rocker Gives Songwriting a Spin in a Solo Debut,2009-03-01T22:30:34+0000,https://www.nytimes.com/2009/03/02/arts/music/02auer.html,Arts,By Nate Chinen
Car Crashes to Please Mother Nature,2009-03-01T22:33:12+0000,https://www.nytimes.com/2009/03/02/arts/television/02twen.html,Arts,By Leslie Kaufman
Players From Europe Do Battle in Australia,2009-03-01T22:35:02+0000,https://www.nytimes.com/2009/03/02/crosswords/bridge/02card.html,Crosswords & Games,By Phillip Alder
2 Approaches to Monk’s Historic Night,2009-03-01T22:42:02+0000,https://www.nytimes.com/2009/03/02/arts/music/02monk.html,Arts,By Ben Ratliff
‘Madea’ Holds Off Jonas Brothers at Box Office,2009-03-01T22:45:26+0000,https://www.nytimes.com/2009/03/02/movies/02arts-MADEAHOLDSOF_BRF.html,Movies,By Brooks Barnes
Random House Buys Ten Speed Press,2009-03-01T22:46:24+0000,https://www.nytimes.com/2009/03/02/books/02arts-RANDOMHOUSEB_BRF.html,Books,By Motoko Rich
Final Bows With Tiger for Siegfried and Roy,2009-03-01T22:47:09+0000,https://www.nytimes.com/2009/03/02/arts/02arts-FINALBOWSWIT_BRF.html,Arts,Compiled by Patricia Cohen
‘Séraphine’ Sweeps French Film Awards,2009-03-01T22:48:04+0000,https://www.nytimes.com/2009/03/02/movies/02arts-SRAPHINESWEE_BRF.html,Movies,Compiled by Patricia Cohen
Kushner Play Is Cast,2009-03-01T22:49:02+0000,https://www.nytimes.com/2009/03/02/theater/02arts-KUSHNERPLAYI_BRF.html,Theater,Compiled by Patricia Cohen
Award Winner Returns to Her Cabaret Show,2009-03-01T22:49:31+0000,https://www.nytimes.com/2009/03/02/arts/music/02arts-AWARDWINNERR_BRF.html,Arts,By Steven McElroy
Footnotes,2009-03-01T22:50:31+0000,https://www.nytimes.com/2009/03/02/arts/02arts-FOOTNOTES_BRF.html,Arts,Compiled by Patricia Cohen
"Spectacle, Including a Singer in a Tutu",2009-03-01T22:56:37+0000,https://www.nytimes.com/2009/03/02/arts/music/02byrn.html,Arts,By Jon Pareles
Poet Frank Gelett Burgess Never Saw One,2009-03-01T23:00:34+0000,https://wordplay.blogs.nytimes.com/2009/03/01/burgess/,Crosswords & Games,By Jim Horne
"D.B. and L.D., Loan Home",2009-03-01T23:03:52+0000,https://goal.blogs.nytimes.com/2009/03/01/loan-losers/,Sports,By Jack Bell
Two Bands Have a Night in the Orchestral Realm,2009-03-01T23:03:59+0000,https://www.nytimes.com/2009/03/02/arts/music/02final.html,Arts,By Nate Chinen
Growing Economic Crisis Threatens the Idea of One Europe,2009-03-01T23:11:52+0000,https://www.nytimes.com/2009/03/02/world/europe/02euro.html,World,By Steven Erlanger and Stephen Castle
"European Puck: Dave King Fired, and K.H.L. Playoffs Begin",2009-03-01T23:15:16+0000,https://slapshot.blogs.nytimes.com/2009/03/01/european-puck-dave-king-fired-and-khl-playoffs-begin/,Sports,By Jeff Z. Klein
Fighting On to Preserve Morningside Heights,2009-03-01T23:24:15+0000,https://www.nytimes.com/2009/03/02/arts/design/02heights.html,Arts,By Robin Pogrebin
"Giants Keep Adding Depth to Defense,  Signing Chris Canty",2009-03-01T23:45:13+0000,https://fifthdown.blogs.nytimes.com/2009/03/01/giants-keep-adding-depth-to-defense-signing-chris-canty/,Sports,By Toni Monkovic
UBS Is Said to Raise Pay After Cuts in Bonuses,2009-03-02T00:24:31+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02ubs.html,Business Day,By Julia Werdigier
White House Defends Approval of Pet Projects,2009-03-02T00:32:03+0000,https://www.nytimes.com/2009/03/02/us/politics/02earmarks.html,U.S.,By Ginger Thompson
Ford Bucks Detroit Trend With 3 New Car Models,2009-03-02T00:45:49+0000,https://www.nytimes.com/2009/03/02/business/02ford.html,Business Day,By Bill Vlasic
"Running on Risk, Then Sticking With It",2009-03-02T00:47:43+0000,https://www.nytimes.com/2009/03/02/us/politics/02caucus.html,U.S.,By John Harwood
Ukraine Teeters as Citizens Blame Banks and Government,2009-03-02T00:52:39+0000,https://www.nytimes.com/2009/03/02/world/europe/02ukraine.html,World,By Clifford J. Levy
Volunteers Put the Economist Into Chinese,2009-03-02T00:57:50+0000,https://www.nytimes.com/2009/03/02/business/media/02economist.html,Business Day,By Andrew Baio
Humanities and the Examined Life,2009-03-02T00:59:26+0000,https://www.nytimes.com/2009/03/02/opinion/l02humanities.html,Opinion,
"For Some Taxi Drivers, a Different Kind of Traffic",2009-03-02T01:03:36+0000,https://www.nytimes.com/2009/03/02/world/americas/02mazatlan.html,World,By Marc Lacey
Shephard Fairey in Beautiful Losers,2009-03-02T01:06:25+0000,https://www.nytimes.com/video/style/1194838151996/shephard-fairey-in-beautiful-losers.html,Style,None None
Hunger by Steve McQueen,2009-03-02T01:09:05+0000,https://www.nytimes.com/video/style/1194838152719/hunger-by-steve-mcqueen.html,Style,None None
"Facing Counterfeiting Crackdown, Beijing Vendors Fight Back",2009-03-02T01:11:26+0000,https://www.nytimes.com/2009/03/02/world/asia/02piracy.html,World,By Sharon LaFraniere
Food Magazines Begin to Consider Cooks’ Budgets,2009-03-02T01:11:42+0000,https://www.nytimes.com/2009/03/02/business/media/02mag.html,Business Day,By Stephanie Clifford
Screen Test: T Men's Cover Story,2009-03-02T01:14:00+0000,https://www.nytimes.com/video/style/tmagazine/1194838174488/screen-test-t-men-s-cover-story.html,Style,None None
Profile In Style: Christopher Bailey,2009-03-02T01:16:04+0000,https://www.nytimes.com/video/style/1194838174374/profile-in-style-christopher-bailey.html,Style,None None
"In Denver, Residents Lament the Closing of a Newspaper",2009-03-02T01:21:54+0000,https://www.nytimes.com/2009/03/02/business/media/02denver.html,Business Day,By Christine Tatum
"‘South Park,’ a Vision and a Payoff",2009-03-02T01:29:40+0000,https://www.nytimes.com/2009/03/02/business/media/02carr.html,Business Day,By David Carr
Treasury Auctions Set for This Week,2009-03-02T01:34:37+0000,https://www.nytimes.com/2009/03/02/business/02bonds.html,Business Day,
"Not the Rolls, My Good Man. These Times Demand the Station Wagon.",2009-03-02T01:35:45+0000,https://www.nytimes.com/2009/03/02/nyregion/02bigcity.html,New York,By Susan Dominus
"Accounts, People & Miscellany",2009-03-02T01:36:30+0000,https://www.nytimes.com/2009/03/02/business/media/02addes.html,Business Day,By Stuart Elliott
Clinton Heads to Israel and West Bank Bearing Cash and Caution,2009-03-02T01:36:37+0000,https://www.nytimes.com/2009/03/02/world/middleeast/02diplo.html,World,By Mark Landler
"Product Placements, Deftly Woven Into the Story Line",2009-03-02T01:37:37+0000,https://www.nytimes.com/2009/03/02/business/media/02adco.html,Business Day,By Brian Stelter
"Backed by Green Party, Comic Pastor Runs for Mayor",2009-03-02T01:38:23+0000,https://www.nytimes.com/2009/03/02/nyregion/02billy.html,New York,By Rebecca White
"Obama’s Health Plan, Ambitious in Any Economy, Is Tougher in This One",2009-03-02T01:39:15+0000,https://www.nytimes.com/2009/03/02/us/politics/02health.html,U.S.,By Robert Pear
Radio Reporter From the U.S. Is Held by Iran,2009-03-02T01:42:55+0000,https://www.nytimes.com/2009/03/02/world/middleeast/02iran.html,World,By Nazila Fathi
Schumer Seeks Federal Stimulus Funds to Jump-Start Moynihan Transit Project,2009-03-02T01:47:25+0000,https://www.nytimes.com/2009/03/02/nyregion/02moynihan.html,New York,By Charles V. Bagli
Washington Post Corrects a Goof on Doonesbury,2009-03-02T01:49:21+0000,https://www.nytimes.com/2009/03/02/business/media/02doonesbury.html,Business Day,By Richard Pérez-Peña
"With Brodeur Back in Goal, Devils Charge Forward",2009-03-02T01:50:09+0000,https://www.nytimes.com/2009/03/02/sports/hockey/02devils.html,Sports,By Dave Caldwell
Microsoft Mapping Course to a Jetsons-Style Future,2009-03-02T01:50:23+0000,https://www.nytimes.com/2009/03/02/technology/business-computing/02compute.html,Technology,By Ashlee Vance
"From Bronx to Washington, After Mixed Results",2009-03-02T01:50:42+0000,https://www.nytimes.com/2009/03/02/nyregion/02carrion.html,New York,By Manny Fernandez
"U.S. Missiles Hit Militants in Pakistan, Killing Eight",2009-03-02T01:50:54+0000,https://www.nytimes.com/2009/03/02/world/asia/02pstan.html,World,By Pir Zubair Shah
"Beating Friend in Final, Ogilvy Wins Second Accenture Match Play Title",2009-03-02T01:52:16+0000,https://www.nytimes.com/2009/03/02/sports/golf/02golf.html,Sports,By Karen Crouse
Obama Will Visit Eastern Europe,2009-03-02T01:52:56+0000,https://www.nytimes.com/2009/03/02/world/asia/02prexy.html,World,By The New York Times
New York Vulnerable to Poaching in Recession,2009-03-02T01:53:27+0000,https://www.nytimes.com/2009/03/02/nyregion/02border.html,New York,By Danny Hakim and Patrick McGeehan
Golden Eagles Lose but Don’t Panic,2009-03-02T01:55:23+0000,https://www.nytimes.com/2009/03/02/sports/ncaabasketball/02louisville.html,Sports,By Pete Thamel
Well-Regarded Public Colleges Get a Surge of Bargain Hunters,2009-03-02T01:58:10+0000,https://www.nytimes.com/2009/03/02/nyregion/02suny.html,New York,By Lisa W. Foderaro
